SAL_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SAL20834,13,23,0,0,0,0,0,0,6,10,6,10,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,28
SAL20835,3,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
SAL20836,422,842,5,44,27,125,12,53,149,596,198,821,14,53,23,80,52,163,87,290,283,1116,0,3,14,35,0,20,43,115,55,169,5,16,8,16,32,63,40,104,100,273,3,9,803,2232
SAL20837,14,22,0,0,0,10,0,0,8,32,9,34,3,11,0,3,3,15,6,24,18,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,94
SAL20838,1850,3682,30,149,152,704,33,166,744,2939,957,3953,75,318,103,343,281,902,463,1565,1423,5522,10,35,62,215,30,119,291,791,390,1163,31,89,47,105,260,551,338,742,727,1900,48,108,4052,11213
SAL20839,91,181,0,7,11,58,0,7,32,122,42,192,3,18,11,32,8,26,23,78,71,266,0,0,0,0,0,0,0,9,0,9,0,0,3,9,10,15,10,24,17,30,0,7,177,488
SAL20840,59,122,0,0,3,21,4,9,27,114,33,144,6,17,5,10,16,62,30,90,58,234,0,5,0,0,0,0,0,3,0,7,0,4,0,5,0,4,4,5,3,17,0,4,124,370
SAL20841,28,61,0,8,0,15,0,0,7,47,13,73,0,0,0,3,4,17,4,21,24,89,0,0,0,0,0,3,6,17,8,20,0,0,0,0,3,4,3,4,9,26,3,3,65,182
SAL20842,14,28,0,0,0,9,0,0,7,28,12,38,0,3,0,5,4,8,3,16,17,56,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,3,3,3,4,5,0,0,28,87
SAL20843,120,247,8,23,16,84,7,28,71,310,101,437,11,35,18,56,51,159,69,251,176,691,0,0,0,3,0,13,10,15,11,30,3,13,4,7,19,42,21,60,35,95,4,5,334,1023
SAL20844,124,240,0,0,7,31,0,6,48,190,55,224,6,12,4,6,14,33,17,49,70,273,0,0,4,6,4,5,6,18,11,26,0,6,0,4,21,33,18,44,27,72,5,8,224,592
SAL20845,15,30,0,7,0,9,0,0,6,26,8,39,4,8,0,0,0,5,3,13,13,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,83
SAL20846,5,19,0,0,0,0,0,0,3,16,3,16,0,0,0,0,3,4,3,4,8,23,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,16,43
SAL20847,15,37,0,0,0,10,0,7,4,14,7,30,0,0,0,3,0,0,0,5,10,39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,6,3,6,0,0,28,80
SAL20848,644,1288,9,40,67,290,9,42,491,1866,575,2245,52,217,61,221,101,345,219,780,793,3022,0,7,24,68,6,16,111,270,142,363,14,47,53,117,106,221,175,389,314,755,19,51,1776,5114
SAL20849,28,58,0,0,0,8,0,0,12,39,13,51,0,0,0,0,7,13,7,13,15,64,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,3,0,5,3,13,0,0,55,133
SAL20850,134,270,0,9,3,22,3,6,28,106,37,149,0,5,4,14,10,30,14,42,48,194,0,0,5,16,0,4,14,33,16,53,0,6,0,7,19,34,24,49,40,99,5,7,228,568
SAL20851,22,39,0,0,3,14,0,4,7,39,11,57,0,8,6,8,8,20,13,33,24,90,0,0,0,4,0,0,0,0,0,4,0,0,6,9,3,7,9,19,11,23,0,0,54,152
SAL20852,55,111,0,0,3,24,4,6,22,87,28,115,0,0,8,14,14,43,17,57,47,171,0,0,0,3,0,4,0,7,0,15,0,0,0,0,4,10,4,8,7,17,4,5,113,307
SAL20853,9,12,0,0,0,0,0,0,3,7,3,7,0,0,0,0,0,6,5,10,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,38
SAL20854,3,12,0,0,0,0,0,0,4,14,4,14,0,5,0,0,3,12,3,14,6,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,44
SAL20855,7,17,0,15,0,0,0,0,8,30,11,45,0,4,0,0,6,17,9,27,18,73,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,6,0,6,5,10,0,4,27,99
SAL20856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20857,21,36,0,0,3,12,0,0,25,88,25,98,4,15,0,0,5,15,9,31,34,133,0,0,0,0,0,0,0,7,0,7,0,0,0,5,0,5,3,10,4,14,0,0,58,184
SAL20858,14,31,0,0,5,12,0,3,7,39,13,62,0,5,0,3,6,19,8,28,20,87,0,0,0,3,0,0,0,0,0,3,0,0,0,0,5,3,5,3,3,7,0,0,42,126
SAL20859,382,771,11,75,62,288,7,32,218,899,300,1292,29,117,36,118,80,260,146,494,443,1783,0,0,10,32,0,6,23,54,32,91,8,24,9,11,40,85,50,124,84,214,3,9,918,2782
SAL20860,25,51,0,0,3,11,0,6,10,40,14,60,0,3,3,14,12,26,16,41,28,103,0,0,0,0,0,0,3,6,3,6,0,3,0,0,0,3,4,5,8,13,0,3,59,169
SAL20861,24,47,0,10,0,0,0,0,3,9,7,22,0,0,0,3,6,15,5,17,11,34,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,5,0,5,4,7,0,0,43,89
SAL20862,108,215,0,0,6,7,4,15,36,156,46,172,3,10,3,14,12,49,23,66,65,236,0,8,0,3,0,0,19,51,18,62,0,0,3,6,19,38,19,49,44,106,0,7,216,565
SAL20863,97,197,0,6,0,7,0,7,37,144,36,160,0,13,10,27,14,43,23,80,66,248,0,0,0,0,0,0,12,26,12,26,0,5,0,0,15,24,13,29,26,57,0,6,194,504
SAL20864,1193,2378,10,95,168,788,11,48,706,2739,891,3668,51,188,174,618,111,367,331,1175,1226,4845,0,0,29,95,3,11,111,248,145,355,13,44,60,148,114,243,192,428,340,779,39,84,2800,8090
SAL20865,1905,3818,34,189,310,1405,25,124,1368,5328,1737,7044,192,831,300,1092,589,1930,1083,3854,2819,10899,3,9,44,136,16,32,216,530,274,713,56,171,101,239,261,564,410,969,686,1680,37,75,5446,16474
SAL20866,637,1283,8,60,114,518,13,55,541,2134,679,2772,78,328,155,543,260,837,484,1715,1160,4486,0,3,12,37,10,22,55,132,75,202,18,54,25,58,73,163,113,270,185,469,16,38,2008,6280
SAL20867,1734,3430,9,34,112,479,5,26,849,3072,972,3612,46,191,176,603,103,320,323,1110,1294,4720,0,3,25,77,3,12,212,469,249,558,9,36,81,164,145,290,240,484,483,1051,73,152,3583,9345
SAL20868,657,1337,14,100,86,387,13,64,399,1594,523,2146,58,237,80,280,171,573,309,1083,829,3236,0,3,16,40,3,11,60,163,74,225,10,30,15,31,72,157,101,224,178,445,12,21,1674,5036
SAL20869,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,19
SAL20870,37,73,0,4,4,32,0,0,30,121,36,163,8,25,10,22,14,36,22,78,62,238,0,0,0,0,0,0,0,5,0,5,0,5,0,0,4,6,6,14,5,19,0,0,102,329
SAL20871,2223,4500,64,397,343,1661,86,410,1521,5906,2011,8368,251,1133,320,1128,913,3030,1476,5292,3489,13662,13,63,53,199,26,101,299,820,394,1185,62,218,94,221,491,1132,650,1575,1040,2754,86,178,6842,21101
SAL20872,60,122,0,10,4,21,0,14,51,198,58,241,3,11,4,15,12,37,22,59,81,299,0,0,0,8,0,0,10,26,11,32,0,5,0,3,8,17,11,23,18,48,4,6,157,479
SAL20873,3,7,0,0,0,5,0,0,3,9,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19
SAL20874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20875,23,48,0,0,0,3,0,6,0,15,4,25,0,7,0,0,3,17,5,20,11,43,0,0,0,0,0,0,4,15,4,15,0,0,0,0,3,4,3,4,11,15,0,0,39,107
SAL20876,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,10,0,10,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,3,0,0,6,23
SAL20877,86,176,0,4,18,64,0,13,35,147,60,227,7,28,8,30,20,57,33,123,93,348,0,0,5,14,0,0,6,31,13,42,0,0,4,5,11,26,14,31,25,74,0,3,207,598
SAL20878,2376,4834,78,452,413,2023,115,564,2517,9884,3128,12923,274,1191,320,1140,908,3070,1501,5404,4625,18324,20,123,96,345,51,179,546,1512,717,2157,103,363,148,333,658,1527,907,2223,1621,4383,152,323,8779,27861
SAL20879,477,954,15,85,58,273,16,76,412,1637,505,2075,26,122,39,127,72,220,130,471,637,2545,4,20,20,83,8,38,123,321,156,464,18,50,11,14,60,138,83,203,245,671,21,48,1381,4210
SAL20880,13,27,0,0,0,5,0,4,9,20,6,27,0,0,0,0,0,0,0,0,5,34,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,20,61
SAL20881,20,52,0,0,0,5,0,0,3,16,5,25,0,0,0,4,3,14,9,17,12,44,0,0,0,0,0,0,0,6,0,6,0,0,0,0,3,9,0,15,10,21,0,0,42,113
SAL20882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20883,48,94,0,0,3,16,0,0,7,38,10,58,0,3,0,0,4,17,7,20,18,81,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,6,3,6,5,6,0,0,71,181
SAL20884,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9
SAL20885,2059,4118,26,157,283,1294,19,97,1296,4966,1630,6517,205,902,353,1271,480,1585,1039,3755,2667,10273,4,16,52,162,6,16,206,465,263,662,32,108,96,212,261,579,390,901,655,1562,101,226,5486,16176
SAL20886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20887,304,603,0,0,24,100,5,7,190,695,218,811,25,103,40,143,49,146,111,397,328,1205,3,6,11,34,0,5,39,98,57,143,6,16,25,50,39,92,73,154,125,298,17,46,775,2153
SAL20888,114,226,3,9,31,150,0,0,110,426,147,578,18,88,31,125,35,127,86,336,233,915,0,4,6,19,0,0,12,25,16,57,0,0,9,28,29,68,42,95,60,151,3,7,407,1303
SAL20889,191,383,5,57,23,105,16,83,145,545,184,787,13,63,9,47,34,109,62,223,249,1011,0,13,13,46,8,25,36,94,54,167,5,24,4,15,54,127,72,165,123,335,10,22,571,1749
SAL20890,4,4,0,0,0,5,0,0,0,8,7,15,0,5,0,6,3,6,6,16,12,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,16,41
SAL20891,61,127,0,5,0,16,0,15,36,121,40,156,3,7,0,8,6,30,12,48,49,202,0,0,5,11,5,9,17,46,24,72,0,0,0,0,21,46,23,47,42,119,3,4,157,445
SAL20892,473,933,5,41,14,78,13,55,139,545,173,713,9,54,21,74,65,201,100,327,274,1047,0,7,12,47,4,17,63,169,85,236,5,26,16,32,79,163,98,217,183,452,16,33,943,2466
SAL20893,39,76,0,0,0,5,0,0,10,40,11,44,0,0,0,3,0,10,0,14,15,55,0,0,0,0,0,6,3,12,3,20,0,0,3,6,0,4,5,6,12,27,3,3,62,161
SAL20894,18,37,0,0,0,11,0,0,5,30,12,39,0,4,0,0,0,5,5,10,15,49,0,0,0,0,0,0,0,5,0,5,0,0,0,6,7,10,8,16,12,21,0,0,39,106
SAL20895,0,3,0,0,0,0,0,0,3,8,3,8,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14
SAL20896,26,50,0,0,0,15,0,3,5,30,14,52,0,7,0,3,8,17,5,30,23,76,0,3,0,0,3,3,0,5,3,13,0,0,0,0,0,8,0,8,7,19,0,0,56,149
SAL20897,27,48,0,0,0,10,0,0,9,46,16,55,0,8,0,0,4,19,9,22,17,81,0,0,0,3,0,0,0,0,0,3,0,0,0,0,5,5,5,5,0,8,0,0,49,133
SAL20898,10,21,0,0,0,0,0,0,11,54,11,54,0,7,0,3,3,25,11,31,23,87,0,0,0,0,0,0,0,8,0,8,0,0,0,0,5,3,5,3,6,10,0,0,34,118
SAL20899,232,461,0,14,58,249,5,30,327,1293,393,1589,18,80,37,142,45,143,104,366,496,1955,0,0,11,32,5,7,38,110,46,149,0,0,5,15,19,44,23,56,76,205,0,4,801,2628
SAL20900,3,6,0,0,0,11,0,0,0,18,5,25,0,0,0,0,0,4,0,4,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,12,38
SAL20901,649,1299,7,38,68,306,3,16,409,1553,490,1923,41,173,87,302,92,307,222,781,712,2701,0,5,15,33,0,11,81,173,93,219,6,17,27,55,63,140,97,214,191,430,32,60,1572,4491
SAL20902,71,134,0,0,4,27,0,0,18,72,29,97,0,10,9,14,8,23,17,45,44,143,0,0,0,0,0,0,4,6,4,6,0,0,3,6,4,6,4,6,8,15,0,3,120,295
SAL20903,5,4,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11
SAL20904,12,33,0,3,3,23,0,3,0,9,7,42,0,4,0,0,0,4,0,12,12,46,0,0,0,0,0,0,4,3,4,3,0,0,0,4,0,0,0,4,0,12,0,0,28,92
SAL20905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20906,6,7,0,0,0,4,0,0,4,13,8,15,0,0,0,0,0,3,0,4,3,15,0,0,0,0,0,0,4,12,4,12,0,0,0,0,0,3,0,3,8,12,0,0,16,43
SAL20907,33,67,0,8,0,9,0,9,6,29,11,49,0,0,5,14,0,12,5,20,18,73,0,0,0,0,0,7,5,3,3,11,0,0,0,4,4,6,4,9,10,20,0,0,60,158
SAL20908,13,25,0,0,0,0,0,0,5,29,5,29,0,0,0,3,3,10,5,11,10,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,73
SAL20909,1027,2090,46,263,184,996,44,207,996,4120,1268,5581,92,426,104,382,294,1011,488,1818,1756,7396,6,46,34,146,20,60,137,382,198,642,35,119,33,83,329,743,397,942,603,1583,74,161,3459,11232
SAL20910,0,6,0,0,0,0,0,0,6,9,6,9,0,0,0,0,0,5,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23
SAL20911,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,4,3
SAL20912,19,32,0,0,0,14,0,5,8,22,14,42,0,0,0,0,0,7,0,7,13,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,78
SAL20913,24,48,0,0,0,6,0,3,8,37,14,52,0,0,0,0,6,23,10,26,21,78,0,0,0,0,0,0,0,12,4,15,0,0,0,3,0,4,3,9,6,22,0,0,53,149
SAL20914,6,12,0,0,0,0,0,0,5,21,5,21,0,0,0,0,0,4,0,4,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,40
SAL20915,0,9,0,0,0,0,0,0,4,9,4,9,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17
SAL20916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20917,2699,5424,50,282,310,1400,45,227,1877,7160,2283,9070,217,926,301,1059,746,2419,1255,4401,3545,13474,14,61,84,287,40,149,388,1015,528,1518,85,275,154,356,589,1310,826,1935,1359,3451,117,242,7721,22587
SAL20918,178,346,7,17,21,87,3,10,108,425,133,538,21,87,28,97,42,137,90,321,220,855,0,4,0,0,0,0,7,25,10,27,0,4,9,15,14,39,29,58,31,87,4,3,439,1292
SAL20919,0,0,0,4,0,0,0,4,0,0,3,10,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17
SAL20920,119,250,0,3,8,35,0,5,21,93,35,132,3,15,5,16,16,45,24,78,56,212,0,0,0,8,0,0,4,15,9,15,0,0,3,5,5,8,9,15,15,33,0,0,193,496
SAL20921,124,246,0,14,11,58,5,15,37,158,58,250,3,15,8,25,19,59,35,101,90,349,0,0,0,0,0,0,12,23,12,23,0,0,0,0,11,24,15,35,26,51,4,4,239,658
SAL20922,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,8,11
SAL20923,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,6,0,0,0,6,0,6,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,8
SAL20924,1292,2568,0,4,31,133,9,19,368,1359,404,1517,21,77,58,197,66,207,141,488,548,2000,6,32,11,56,10,35,148,415,182,542,7,33,49,108,120,246,182,381,364,922,76,160,2273,5649
SAL20925,1474,2926,0,0,99,450,7,27,662,2481,772,2953,40,176,145,500,110,348,295,1016,1066,3976,0,8,28,92,7,7,136,302,171,409,13,38,42,96,130,273,186,405,352,813,56,117,2956,7834
SAL20926,12,27,0,0,0,3,4,16,3,16,9,39,0,7,3,3,0,8,4,20,16,54,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,26,84
SAL20927,14,32,0,4,0,0,0,0,3,13,3,17,0,0,0,0,5,9,5,9,6,29,0,0,0,0,0,0,0,4,4,4,0,0,0,0,4,5,4,5,8,8,0,3,25,75
SAL20928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20929,666,1330,7,29,32,158,6,22,351,1320,390,1531,21,102,42,147,64,204,126,450,520,1986,7,32,28,92,3,19,119,314,151,455,20,54,37,88,128,285,186,432,339,888,59,125,1590,4335
SAL20930,202,398,0,7,4,29,0,8,29,127,36,171,0,11,10,39,25,72,38,121,77,291,0,0,0,0,0,0,3,16,12,23,0,3,4,14,8,13,9,28,23,49,0,9,300,747
SAL20931,306,612,0,0,30,140,10,34,212,786,245,960,11,52,22,77,39,112,72,239,316,1197,4,23,30,99,16,63,96,248,147,427,16,41,28,61,80,167,122,273,271,702,27,55,919,2563
SAL20932,93,176,6,14,0,18,0,0,37,151,47,191,7,11,6,15,17,51,26,79,75,270,0,0,6,15,4,3,9,26,15,46,0,0,0,9,15,35,23,48,33,84,0,0,199,533
SAL20933,20,39,0,10,0,15,4,9,10,35,15,69,0,0,5,10,7,32,15,37,26,113,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5,6,8,0,0,47,155
SAL20934,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,9,3,9,0,0,6,12
SAL20935,1944,3892,7,45,64,288,5,15,835,2970,911,3323,35,147,88,292,148,481,269,917,1175,4248,6,19,16,59,5,22,225,532,252,622,10,43,71,163,268,585,349,785,598,1409,163,347,3877,9893
SAL20936,13,24,0,0,0,4,0,0,11,34,11,37,8,25,3,9,5,15,12,43,24,85,0,0,0,3,0,0,0,4,3,7,0,0,0,5,0,0,4,6,0,13,0,0,40,118
SAL20937,1005,2027,16,63,123,553,13,58,751,2867,910,3540,87,366,153,566,253,813,489,1743,1398,5281,0,11,31,105,5,22,106,268,145,398,34,109,72,164,215,480,318,754,464,1154,65,130,2928,8589
SAL20938,48,92,0,8,4,12,0,13,18,65,22,90,6,13,3,22,4,25,19,58,35,148,0,0,0,4,0,0,0,3,0,7,0,0,0,0,3,6,3,5,4,18,0,0,92,258
SAL20939,32,66,0,0,4,8,0,0,9,26,10,36,0,3,3,5,0,7,4,19,17,58,0,3,0,0,0,0,5,10,3,11,0,4,0,0,12,21,11,25,17,41,0,3,68,164
SAL20940,313,624,6,15,12,52,5,12,66,272,80,352,9,22,13,45,34,108,53,170,140,530,0,0,0,0,4,5,26,68,29,74,4,13,3,9,31,63,41,86,63,164,3,4,519,1316
SAL20941,34,69,0,0,0,0,0,3,4,17,4,20,0,0,5,13,3,5,3,22,14,41,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,6,4,5,5,7,0,0,48,117
SAL20942,10,16,0,0,0,0,0,0,6,24,6,24,0,0,0,0,0,0,0,0,8,22,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,3,3,0,3,0,0,22,48
SAL20943,3,8,0,0,0,0,0,0,6,7,6,7,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,23
SAL20944,10,26,0,0,5,18,0,3,6,41,15,66,0,0,0,3,3,10,5,14,15,80,0,0,0,0,0,9,4,16,8,24,0,0,0,0,0,0,0,0,8,24,0,3,41,131
SAL20945,0,0,0,0,0,0,0,0,4,8,4,8,0,0,4,3,0,0,4,3,3,18,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,5,5,4,0,0,7,25
SAL20946,10,20,0,0,0,3,0,0,4,12,0,21,0,0,0,0,3,9,3,9,4,28,0,0,0,0,0,0,3,5,3,5,0,0,0,0,0,0,0,0,3,5,0,0,21,52
SAL20947,3600,7227,45,279,280,1293,83,365,1977,7443,2387,9381,154,657,244,823,621,1971,1025,3457,3408,12839,35,154,163,532,87,329,866,2250,1155,3267,101,331,226,478,954,2094,1281,2900,2433,6168,178,379,9611,26609
SAL20948,391,807,6,28,26,96,16,82,247,958,289,1167,12,52,19,62,101,305,130,422,416,1592,9,42,30,117,18,69,178,493,237,726,16,53,35,75,179,407,224,535,457,1260,44,96,1318,3749
SAL20949,1942,3894,25,142,285,1277,39,172,1329,5173,1684,6758,140,589,270,952,452,1453,862,2994,2539,9752,10,26,67,218,18,66,228,586,322,896,57,177,99,235,248,522,402,931,726,1826,37,85,5253,15560
SAL20950,526,1060,24,124,150,684,32,132,1065,4139,1267,5086,64,286,98,351,138,461,297,1093,1569,6185,10,44,31,116,13,55,133,379,183,598,30,110,34,85,99,233,166,429,350,1021,21,44,2462,8313
SAL20951,17,36,0,0,0,8,0,0,12,27,9,31,0,0,0,8,0,6,3,10,12,43,0,0,0,0,0,0,0,4,0,4,0,0,0,0,6,8,6,8,6,7,0,0,34,89
SAL20952,20,38,0,0,0,5,0,0,7,23,6,29,0,7,0,0,0,5,3,11,9,41,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,3,6,3,0,9,0,0,33,90
SAL20953,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL20954,52,104,0,5,3,27,0,3,27,117,36,160,4,15,3,22,18,49,26,90,62,243,0,0,4,4,0,0,6,7,5,14,0,5,0,0,8,13,7,21,13,29,0,4,131,382
SAL20955,33,70,0,0,0,7,4,8,15,40,14,57,6,4,4,5,3,13,7,21,18,78,0,0,3,3,0,0,0,0,5,6,0,0,0,0,4,4,0,7,7,17,0,0,60,163
SAL20956,18,38,0,7,4,8,0,6,15,51,15,74,0,5,6,10,0,8,8,20,24,91,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,3,3,8,0,0,43,132
SAL20957,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,3,8
SAL20958,12,21,0,0,0,0,0,0,6,9,6,9,0,6,0,0,0,9,0,14,4,24,0,0,0,7,0,0,0,3,3,7,0,0,0,0,0,3,0,3,5,10,0,0,19,56
SAL20959,6,15,0,0,0,0,0,0,3,14,3,14,0,0,0,0,0,0,0,0,5,17,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,14,36
SAL20960,109,215,5,9,8,33,4,11,139,536,155,587,14,47,24,69,16,52,43,169,199,758,0,0,3,9,0,0,5,11,7,26,0,5,0,10,7,10,12,25,19,52,0,5,328,1028
SAL20961,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20962,11,24,0,0,0,0,0,0,4,18,4,18,0,0,0,0,0,3,0,3,3,21,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,3,0,6,0,0,20,46
SAL20963,8,20,0,0,3,11,0,0,6,29,9,41,0,0,3,12,3,16,8,30,17,70,0,0,0,4,0,0,0,0,0,4,0,0,0,0,4,4,4,4,0,8,0,3,33,99
