hhid,surveyperiod,hhsize,dwelltype,owndwell,totalbikes,totalvehs,travmonth,travdow,homelga,youngestgroup_5,aveagegroup_5,oldestgroup_5,hhinc_group,hhpoststratweight,hhpoststratweight_GROUP_1,hhpoststratweight_GROUP_2,hhpoststratweight_GROUP_3,hhpoststratweight_GROUP_4,hhpoststratweight_GROUP_5,hhpoststratweight_GROUP_6,hhpoststratweight_GROUP_7,hhpoststratweight_GROUP_8,hhpoststratweight_GROUP_9,hhpoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType
Y25H6590525,2024-25,2,Separate House,Being Rented,0,0,March,Thursday,Wyndham (C),25->29,25->29,25->29,"$2,500-$2,999 ($130,000-$155,999)",638.078839081,0.0,769.730899634,762.914080619,752.606100708,981.614120426,688.851170268,726.760455826,521.961891795,586.823291611,726.409490359,MELB - Outer,Greater Melbourne,Weekday
Y25H6590527,2024-25,1,"Unit, Flat or Apartment",Being Rented,1,1,March,Saturday,Wyndham (C),35->39,35->39,35->39,"$1,750-$1,999 ($91,000-$103,999)",486.049109501,0.0,578.933290821,484.51573994,527.910372704,659.494772451,562.806891686,508.96630232,529.572368754,516.476322135,558.013100763,MELB - Outer,Greater Melbourne,Weekend
Y25H6590528,2024-25,1,"Unit, Flat or Apartment",Being Rented,0,1,March,Sunday,Wyndham (C),35->39,35->39,35->39,"$800-$999 ($41,600-$51,999)",518.172881404,0.0,643.524002702,537.039253606,558.900577994,703.980304288,597.391209076,572.934182759,522.440528553,526.031148899,588.598794692,MELB - Outer,Greater Melbourne,Weekend
Y25H6590529,2024-25,2,Separate House,Fully Owned,1,1,March,Monday,Wyndham (C),50->54,55->59,60->64,"$4,000-$4,499 ($208,000-$233,999)",487.418415085,0.0,612.410272638,531.964567726,517.645367006,631.628928624,592.81127663,499.200683446,490.495195121,457.910859092,580.030531235,MELB - Outer,Greater Melbourne,Weekday
Y25H6590530,2024-25,2,Separate House,Being Rented,0,2,March,Tuesday,Wyndham (C),25->29,25->29,25->29,"$3,000-$3,499 ($156,000-$181,999)",457.358811046,0.0,539.671481388,465.610238581,468.923454707,629.368558523,538.342857618,467.415873649,468.219372701,458.335885475,527.096209118,MELB - Outer,Greater Melbourne,Weekday
Y25H6590531,2024-25,1,"Unit, Flat or Apartment",Being Rented,0,1,March,Wednesday,Wyndham (C),45->49,45->49,45->49,"$1,000-$1,249 ($52,000-$64,999)",418.219566685,0.0,484.781906927,453.716355382,455.951086583,598.057319188,476.090354288,438.185933681,421.481748866,440.354642922,466.521639526,MELB - Outer,Greater Melbourne,Weekday
Y25H6590533,2024-25,1,Terrace or Townhouse,Being Rented,1,0,March,Friday,Wyndham (C),55->59,55->59,55->59,"$1,750-$1,999 ($91,000-$103,999)",587.123684977,0.0,691.775015349,650.141886861,689.649463321,907.182483693,601.678663656,742.063316575,488.716082403,580.217840452,648.294450645,MELB - Outer,Greater Melbourne,Weekday
Y25H6590534,2024-25,4,Separate House,Fully Owned,4,2,March,Saturday,Wyndham (C),5->9,25->29,40->44,"$4,000-$4,499 ($208,000-$233,999)",687.455684359,0.0,825.263903438,646.034857868,787.717598236,946.406708854,679.165091501,678.455044668,803.594117892,704.631736125,826.357378082,MELB - Outer,Greater Melbourne,Weekend
Y25H6591001,2024-25,2,Separate House,Fully Owned,1,2,March,Monday,Greater Geelong (C),75->79,75->79,75->79,"$1,750-$1,999 ($91,000-$103,999)",379.145201056,405.733810993,440.600801196,401.212899776,428.279499347,378.256465351,0.0,440.044324799,413.145130089,415.16737302,412.975711887,Geelong SA4,Geelong SA4,Weekday
Y25H6591008,2024-25,2,Separate House,Fully Owned,0,0,March,Monday,Greater Geelong (C),85->89,85->89,85->89,"$1,750-$1,999 ($91,000-$103,999)",226.20760843,238.369633259,240.276133279,239.653620447,217.221057268,273.093706185,0.0,242.704729735,264.911775326,275.491915173,272.460615506,Geelong SA4,Geelong SA4,Weekday
Y25H6591009,2024-25,1,Separate House,Being Purchased,0,1,March,Tuesday,Greater Geelong (C),70->74,70->74,70->74,"$500-$649 ($26,000-$33,799)",329.067221208,347.516884649,357.422123455,369.929463034,363.562218187,339.01995463,0.0,366.234793189,346.179045452,427.650918897,337.362935279,Geelong SA4,Geelong SA4,Weekday
Y25H6591010,2024-25,2,Separate House,Fully Owned,2,2,March,Wednesday,Greater Geelong (C),65->69,65->69,65->69,"$1,750-$1,999 ($91,000-$103,999)",362.999675381,370.120378811,415.663501222,406.168602053,409.631870754,397.351934602,0.0,403.988618962,390.715473818,411.187740406,374.716495925,Geelong SA4,Geelong SA4,Weekday
Y25H6591014,2024-25,5,Separate House,Being Purchased,5,2,March,Sunday,Greater Geelong (C),0->4,15->19,35->39,"$3,500-$3,999 ($182,000-$207,999)",563.86763755,550.068578682,692.735371679,527.334038763,576.61312318,738.718655709,0.0,618.163336954,565.530022945,656.94864718,639.205263853,Geelong SA4,Geelong SA4,Weekend
Y25H6591015,2024-25,2,Separate House,Fully Owned,0,1,March,Monday,Greater Geelong (C),85->89,85->89,85->89,"$1,250-$1,499 ($65,000-$77,999)",217.481346731,235.331439604,235.125953478,244.107766685,219.283945397,234.591323272,0.0,256.982425257,252.697220634,251.29726989,233.078082188,Geelong SA4,Geelong SA4,Weekday
Y25H6591016,2024-25,3,Separate House,Fully Owned,0,2,March,Tuesday,Greater Geelong (C),30->34,50->54,65->69,"$1,750-$1,999 ($91,000-$103,999)",327.264484093,339.156086541,322.435651351,371.537833062,366.288299662,380.040719918,0.0,363.603018481,323.317213052,365.452586352,360.060207956,Geelong SA4,Geelong SA4,Weekday
Y25H6591017,2024-25,2,Separate House,Fully Owned,0,1,March,Wednesday,Greater Geelong (C),70->74,70->74,70->74,"$800-$999 ($41,600-$51,999)",208.220117371,214.675137276,221.818200933,247.122937473,209.736148744,246.434164864,0.0,235.926176584,238.978284147,248.888432211,211.48508186,Geelong SA4,Geelong SA4,Weekday
Y25H6591020,2024-25,3,Separate House,Being Purchased,0,2,March,Saturday,Greater Geelong (C),30->34,50->54,80->84,"$4,000-$4,499 ($208,000-$233,999)",347.629691762,345.07183692,349.708466916,367.910726315,389.916003112,411.379532066,0.0,390.201817288,378.757160651,387.694734375,377.50323595,Geelong SA4,Geelong SA4,Weekend
Y25H6591021,2024-25,2,Separate House,Fully Owned,0,2,March,Sunday,Greater Geelong (C),55->59,65->69,70->74,"$4,000-$4,499 ($208,000-$233,999)",449.755589467,455.314181998,551.772737929,480.759576544,502.122916396,467.727635556,0.0,528.220719695,484.304715932,491.18946053,472.770519449,Geelong SA4,Geelong SA4,Weekend
Y25H6591023,2024-25,4,Separate House,Being Rented,6,2,March,Tuesday,Greater Geelong (C),0->4,20->24,40->44,"$3,000-$3,499 ($156,000-$181,999)",454.86472055,475.484474982,546.606323294,578.600871952,511.254160626,481.543790961,546.303423108,0.0,452.9075933,541.030253512,453.603814836,Geelong SA4,Geelong SA4,Weekday
Y25H6591025,2024-25,1,Separate House,Being Rented,0,1,March,Thursday,Greater Geelong (C),50->54,50->54,50->54,"$1,000-$1,249 ($52,000-$64,999)",467.677003973,491.71340624,504.5389441,528.922547132,541.798688457,485.410973521,565.459778665,0.0,504.996285081,601.259535961,470.071050785,Geelong SA4,Geelong SA4,Weekday
Y25H6591026,2024-25,2,Separate House,Fully Owned,0,2,March,Friday,Greater Geelong (C),60->64,60->64,60->64,"$3,000-$3,499 ($156,000-$181,999)",579.534057381,607.824313938,691.978831056,633.469639139,660.675295036,594.261635701,751.368936441,0.0,629.932953629,650.849744715,599.713962521,Geelong SA4,Geelong SA4,Weekday
Y25H6591029,2024-25,2,Separate House,Fully Owned,0,2,March,Monday,Greater Geelong (C),70->74,75->79,75->79,"$2,000-$2,499 ($104,000-$129,999)",541.636001509,579.61972999,629.429715994,573.161285395,611.82785621,540.366379073,719.377370703,0.0,590.207328699,593.096247172,589.965302696,Geelong SA4,Geelong SA4,Weekday
Y25H6591031,2024-25,4,Separate House,Being Purchased,5,2,March,Wednesday,Greater Geelong (C),20->24,35->39,55->59,"$4,000-$4,499 ($208,000-$233,999)",415.742512849,417.932023817,496.427260801,536.531265006,470.048778943,472.69367103,497.024743486,0.0,422.27472131,489.364630803,397.602994997,Geelong SA4,Geelong SA4,Weekday
Y25H6591039,2024-25,2,Separate House,Being Purchased,0,3,March,Thursday,Greater Geelong (C),50->54,50->54,50->54,"$3,000-$3,499 ($156,000-$181,999)",826.655822698,889.171013515,999.034163508,955.741284029,884.143679627,797.294069405,942.428019207,0.0,946.683935427,1068.664036325,894.448679168,Geelong SA4,Geelong SA4,Weekday
Y25H6591042,2024-25,2,Separate House,Being Rented,Missing/Refused,2,March,Sunday,Greater Geelong (C),60->64,60->64,60->64,"$5,000-$5,999 ($260,000-$311,999)",642.507984953,650.448831426,788.24676847,686.799395064,717.318451995,668.182336509,858.225135223,0.0,691.863879903,701.699229329,675.386456356,Geelong SA4,Geelong SA4,Weekend
Y25H6591106,2024-25,1,Separate House,Fully Owned,0,1,March,Saturday,Greater Geelong (C),70->74,70->74,70->74,"$1,000-$1,249 ($52,000-$64,999)",499.349443809,505.112098215,553.791751324,523.311511234,0.0,524.251605487,629.204164984,561.465878967,579.341663055,648.11225313,505.294856421,Geelong SA4,Geelong SA4,Weekend
Y25H6591107,2024-25,1,Separate House,Fully Owned,0,1,March,Sunday,Greater Geelong (C),40->44,40->44,40->44,"$2,500-$2,999 ($130,000-$155,999)",532.352256322,536.803524633,615.577459658,580.040647247,0.0,559.614450592,667.868575223,632.032008891,571.539571392,660.10234839,532.990969293,Geelong SA4,Geelong SA4,Weekend
Y25H6591108,2024-25,1,Separate House,Fully Owned,0,2,March,Monday,Greater Geelong (C),50->54,50->54,50->54,"$800-$999 ($41,600-$51,999)",782.369015986,824.720196105,921.112053567,795.607123724,0.0,729.720697408,1097.26011505,901.598262373,797.135989605,921.766456558,824.929905908,Geelong SA4,Geelong SA4,Weekday
Y25H6591109,2024-25,2,Terrace or Townhouse,Being Purchased,0,2,March,Tuesday,Greater Geelong (C),30->34,30->34,30->34,"$3,000-$3,499 ($156,000-$181,999)",567.369536944,601.555427234,653.827044539,625.737751888,0.0,578.273501307,751.774684247,624.654510242,598.655654997,649.428122654,610.705488974,Geelong SA4,Geelong SA4,Weekday
Y25H6591115,2024-25,2,Separate House,Being Purchased,1,2,March,Monday,Greater Geelong (C),30->34,30->34,35->39,"$6,000-$7,999 ($312,000-$415,999)",541.636001509,579.61972999,629.429715994,573.161285395,0.0,540.366379073,719.377370703,628.634749713,590.207328699,593.096247172,589.965302696,Geelong SA4,Geelong SA4,Weekday
Y25H6591118,2024-25,2,Separate House,Fully Owned,2,2,March,Thursday,Greater Geelong (C),45->49,45->49,45->49,"$1,250-$1,499 ($65,000-$77,999)",564.449959333,595.812798926,646.061979714,626.272808862,0.0,579.583029193,726.627682469,622.076740597,611.311458771,639.1483897,595.656661212,Geelong SA4,Geelong SA4,Weekday
Y25H6591120,2024-25,3,Separate House,Being Purchased,2,5,March,Saturday,Greater Geelong (C),0->4,20->24,35->39,"$6,000-$7,999 ($312,000-$415,999)",877.643642671,874.933523861,840.228737383,1269.086155275,0.0,903.473819062,1031.381394565,917.17039883,946.259060891,1276.81080164,867.360989594,Geelong SA4,Geelong SA4,Weekend
Y25H6591123,2024-25,2,Separate House,Being Purchased,2,2,March,Tuesday,Golden Plains (S),30->34,35->39,35->39,"$5,000-$5,999 ($260,000-$311,999)",1358.45996953,1440.311673679,1565.466259937,0.0,1523.949082023,1384.567467609,1799.983517191,1495.618096665,1433.36871279,1554.933866319,1462.219780801,Geelong SA4,Geelong SA4,Weekday
Y25H6591128,2024-25,4,Separate House,Being Purchased,4,2,March,Sunday,Golden Plains (S),10->14,30->34,50->54,"$3,000-$3,499 ($156,000-$181,999)",1233.319507185,1230.990385969,1577.810352081,0.0,1379.558317213,1332.227265746,1493.235430179,1443.447477203,1253.239290368,1399.659158951,1201.096920885,Geelong SA4,Geelong SA4,Weekend
Y25H6591133,2024-25,3,Separate House,Being Rented,1,3,March,Friday,Golden Plains (S),0->4,25->29,45->49,"$1,500-$1,749 ($78,000-$90,999)",1674.533730674,1749.283880229,1804.936513575,0.0,1731.730300127,1837.638998603,2064.976970141,1835.68394124,1802.0686345,2094.609041793,1816.057856376,Geelong SA4,Geelong SA4,Weekday
Y25H6591134,2024-25,4,Separate House,Being Purchased,0,4,March,Saturday,Golden Plains (S),15->19,35->39,55->59,"$3,500-$3,999 ($182,000-$207,999)",2044.468671693,2055.846356324,2387.305500148,0.0,2355.65926332,1918.669176632,2027.689509509,2109.813481499,2221.619597634,3168.078472574,1831.387843629,Geelong SA4,Geelong SA4,Weekend
Y25H6591136,2024-25,4,Separate House,Being Purchased,Missing/Refused,2,March,Monday,Golden Plains (S),0->4,15->19,35->39,"$3,000-$3,499 ($156,000-$181,999)",1039.691742514,1096.944572215,1259.910933388,0.0,1176.677116545,1077.386791537,1251.65266492,1202.491395747,1069.099045743,1183.03193134,1049.18525065,Geelong SA4,Geelong SA4,Weekday
Y25H6591138,2024-25,3,Separate House,Occupied Rent-Free,Missing/Refused,1,March,Wednesday,Golden Plains (S),10->14,25->29,50->54,"$2,500-$2,999 ($130,000-$155,999)",586.867826138,591.412455212,534.517716724,0.0,589.78192847,791.375331667,739.42557825,671.040111054,630.659478237,684.36755469,609.267193102,Geelong SA4,Geelong SA4,Weekday
Y25H6591142,2024-25,2,Separate House,Being Rented,0,1,March,Sunday,Golden Plains (S),35->39,35->39,35->39,"$1,750-$1,999 ($91,000-$103,999)",882.420951176,903.301477049,1007.159648114,0.0,879.371495599,992.204990748,1048.380706094,1055.128181975,1013.209648071,1016.942470689,912.662285286,Geelong SA4,Geelong SA4,Weekend
Y25H6600201,2024-25,4,Separate House,Fully Owned,3,2,March,Monday,Whitehorse (C),10->14,25->29,45->49,"$1,500-$1,749 ($78,000-$90,999)",722.790195553,519.516452329,941.407466246,708.670757226,825.839013971,754.782091231,737.471402423,719.879476152,1435.514333695,902.453016423,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6600202,2024-25,1,Separate House,Fully Owned,Missing/Refused,1,March,Tuesday,Whitehorse (C),50->54,50->54,50->54,"$2,500-$2,999 ($130,000-$155,999)",462.632673161,345.013663119,604.136852797,472.132106633,485.09988434,642.465912665,455.13268492,488.544408392,813.186138119,445.068269159,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6600204,2024-25,1,Separate House,Being Rented,0,2,March,Thursday,Whitehorse (C),50->54,50->54,50->54,"$1,750-$1,999 ($91,000-$103,999)",460.252051879,341.72005934,596.961925018,472.535818213,506.044158526,643.920807324,439.908412705,486.528326021,830.377196301,438.023327935,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6600206,2024-25,4,Separate House,Being Purchased,Missing/Refused,2,March,Saturday,Whitehorse (C),10->14,30->34,50->54,"$3,000-$3,499 ($156,000-$181,999)",804.245667838,548.58217883,1060.611589438,766.124635563,914.542281368,874.337502227,828.877252063,767.649719475,1705.736922414,1048.309155707,0.0,MELB - Middle,Greater Melbourne,Weekend
Y25H6600207,2024-25,5,"Unit, Flat or Apartment",Being Rented,0,1,March,Sunday,Whitehorse (C),20->24,20->24,25->29,"$5,000-$5,999 ($260,000-$311,999)",1213.946432765,905.732712887,1680.374487618,1125.552643516,2006.64496245,1162.713170495,1146.421672045,1243.788754209,2011.241708888,1324.050562975,0.0,MELB - Middle,Greater Melbourne,Weekend
Y25H6600211,2024-25,2,Separate House,Fully Owned,Missing/Refused,1,March,Thursday,Whitehorse (C),65->69,65->69,65->69,"$1,000-$1,249 ($52,000-$64,999)",658.206048743,639.09839795,880.830077386,656.572224713,644.335910561,826.66777658,657.834425926,655.035979984,700.117428926,788.901649945,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6600212,2024-25,3,Separate House,Being Rented,Missing/Refused,3,March,Friday,Whitehorse (C),25->29,30->34,30->34,"$3,500-$3,999 ($182,000-$207,999)",382.879318586,705.260986351,574.129345681,399.913191044,433.120237727,455.959775594,385.537706355,387.469132916,128.494037394,429.236248408,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6600214,2024-25,5,Separate House,Being Rented,0,1,March,Sunday,Whitehorse (C),0->4,15->19,45->49,"$1,500-$1,749 ($78,000-$90,999)",1213.946432765,905.732712887,1680.374487618,1125.552643516,2006.64496245,1162.713170495,1146.421672045,1243.788754209,2011.241708888,1324.050562975,0.0,MELB - Middle,Greater Melbourne,Weekend
Y25H6600215,2024-25,5,Separate House,Fully Owned,1,2,March,Monday,Whitehorse (C),5->9,15->19,35->39,"$3,500-$3,999 ($182,000-$207,999)",735.492734772,557.895192441,1050.628226878,720.779633886,1424.371487284,658.681414125,684.561582737,717.42891531,921.370025236,768.428463037,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6600219,2024-25,1,"Unit, Flat or Apartment",Fully Owned,0,1,March,Friday,Whitehorse (C),85->89,85->89,85->89,"$1,250-$1,499 ($65,000-$77,999)",472.551613536,348.609095007,639.389142264,477.965975862,503.534941918,660.228842027,454.887040723,519.573808147,855.67177318,446.04253998,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6600220,2024-25,3,Separate House,Fully Owned,0,2,March,Saturday,Whitehorse (C),25->29,55->59,65->69,"$1,250-$1,499 ($65,000-$77,999)",472.19301217,406.20042248,687.388817032,493.568161151,531.326657256,544.934452441,477.355506828,464.958288595,607.042478012,517.112870678,0.0,MELB - Middle,Greater Melbourne,Weekend
Y25H6600222,2024-25,5,Separate House,Being Purchased,12,2,March,Monday,Whitehorse (C),0->4,15->19,40->44,"$6,000-$7,999 ($312,000-$415,999)",622.340006345,472.065162834,0.0,609.890459442,1205.237412316,557.345811951,579.244416161,607.055236031,779.620790583,650.208699492,1003.493253215,MELB - Middle,Greater Melbourne,Weekday
Y25H6600224,2024-25,7,Separate House,Being Purchased,8,3,March,Wednesday,Whitehorse (C),15->19,40->44,85->89,"$4,500-$4,999 ($234,000-$259,999)",502.430254745,752.871262392,0.0,489.336770354,963.685889682,516.017136514,478.641514426,468.643542325,173.748100541,565.835219276,706.653284302,MELB - Middle,Greater Melbourne,Weekday
Y25H6600225,2024-25,3,Separate House,Fully Owned,0,1,March,Thursday,Whitehorse (C),65->69,75->79,90->94,"$1,500-$1,749 ($78,000-$90,999)",520.667493127,484.051354061,0.0,550.096031291,529.400906733,609.472243435,509.552347479,527.295838011,833.750224537,591.182716806,676.39582309,MELB - Middle,Greater Melbourne,Weekday
Y25H6600229,2024-25,4,Separate House,Being Rented,2,3,March,Monday,Whitehorse (C),15->19,35->39,65->69,"$2,000-$2,499 ($104,000-$129,999)",515.714064731,768.538465696,0.0,475.245919306,584.172584992,562.887144858,542.33547351,512.213294392,286.243442373,670.95623347,586.715094245,MELB - Middle,Greater Melbourne,Weekday
Y25H6600231,2024-25,2,Separate House,Being Purchased,0,2,March,Wednesday,Whitehorse (C),50->54,50->54,50->54,"$4,000-$4,499 ($208,000-$233,999)",367.742498396,331.7223507,0.0,394.972029944,399.895011417,479.900786495,373.248756187,356.035148585,290.473240341,421.247476279,396.63923941,MELB - Middle,Greater Melbourne,Weekday
Y25H6600232,2024-25,3,Separate House,Fully Owned,Missing/Refused,2,March,Thursday,Whitehorse (C),15->19,40->44,55->59,"$3,000-$3,499 ($156,000-$181,999)",374.205644446,334.590789869,0.0,422.11254778,440.575324141,426.936632255,362.995632704,365.094762212,447.73581598,405.925584979,440.525237455,MELB - Middle,Greater Melbourne,Weekday
Y25H6600233,2024-25,3,Separate House,Being Rented,0,2,March,Friday,Whitehorse (C),10->14,40->44,60->64,"$1,750-$1,999 ($91,000-$103,999)",384.205741952,341.336100313,0.0,426.963265105,438.390734314,437.749293277,375.355424873,389.892357324,461.374543138,413.35716027,443.525864727,MELB - Middle,Greater Melbourne,Weekday
Y25H6600235,2024-25,2,Separate House,Fully Owned,Missing/Refused,2,March,Sunday,Whitehorse (C),80->84,80->84,85->89,"$300-$399 ($15,600-$20,799)",455.631934009,408.07774823,0.0,467.506806048,490.187565278,564.896859992,468.347076845,465.520892408,360.051161462,503.206443896,500.429901776,MELB - Middle,Greater Melbourne,Weekend
Y25H6600236,2024-25,3,Separate House,Being Purchased,Missing/Refused,5,March,Monday,Whitehorse (C),20->24,40->44,55->59,"$5,000-$5,999 ($260,000-$311,999)",302.788796237,569.068156978,0.0,306.172447142,339.389958417,350.821733356,312.334334407,310.242823927,101.869125473,330.971166378,338.62177718,MELB - Middle,Greater Melbourne,Weekday
